active_mode,assessment_status,attempted_capture,backlash,biosphere,boundary_uncertainty,budget_exhausted,case_comparator,cohort,command_audit,command_policy,command_support,controller,cooperation_rate,curtailment_factor,defective_rate,effective_audit,effective_capture,effective_mode,effective_policy,effective_support,environment_seed,episode,estimated_cr,estimated_response_steps,evidence_status,execution_semantics,institution,irreversible,justice,master_seed,nominal_cost,normal_release_streak,observed_at_step,observed_pressure,observed_trend,pending_due_step,pending_effect_count,pending_mode,pending_transition_count,perceived_improvement,performative_gap,phase,precaution_release_streak,pressure,pressure_before,projected_boundary_margin,projected_braking_steps_met,projected_final_budget,projected_max_pressure,projected_next_pressure_upper,projected_total_cost,projection_mode,projection_passes,projection_reasons,public_forecast_checked,public_forecast_miss,public_forecast_overshoot,reason,release_streak,remaining_budget,requested_mode,response_status,scenario,selected_plan_mode,step_cost,t,trigger,true_boundary,trust,unknown_streak
2,no_candidate_plan_within_declared_model,0.508872104,0.0,0.686633057,0.24,1,,primary,0.96,0.91,0.82,sustained_reserve,0.150214667,0.0,0.849785333,0.0,0.148814111,2,0.0,0.0,16519582356538312397,0,,,sufficient_evidence,receding_horizon_first_request_only_reassess_each_observation,0.461120273,0,0.8984835,607,0.0984,0,68,0.447580492,0.008675283,,4,,0,0.030326225,0.491175489,evaluation,0,0.550113073,0.53118206,0.03531088,0,0.0,0.88778729,0.504255776,0.0,2,0,final_braking_window_not_met|terminal_budget_reserve_not_met,1,0,0.0,loss_limiting_emergency_request_no_candidate_within_declared_model,0,0.0,2,insufficient_budget,common_optimistic_bias,,0.0,68,sustained_reserve,0.968238088,0.819013527,0
2,no_candidate_plan_within_declared_model,0.501926825,0.0,0.681220284,0.24,1,,primary,0.96,0.91,0.82,sustained_reserve,0.119549744,0.0,0.880450256,0.0,0.146901551,2,0.0,0.0,16519582356538312397,0,,,sufficient_evidence,receding_horizon_first_request_only_reassess_each_observation,0.452935192,0,0.89766738,607,0.0984,0,69,0.537710086,0.033111576,,4,,0,0.0,0.561670982,evaluation,0,0.576350575,0.550113073,-0.64128975,0,0.0,1.56438792,0.618821663,0.0,2,0,pressure_not_strictly_below_declared_boundary|final_braking_window_not_met|terminal_budget_reserve_not_met,1,1,0.033454311,loss_limiting_emergency_request_no_candidate_within_declared_model,0,0.0,2,insufficient_budget,common_optimistic_bias,,0.0,69,sustained_reserve,0.968238088,0.810456248,0
2,no_candidate_plan_within_declared_model,0.526002934,0.0,0.671171599,0.24,1,,primary,0.96,0.91,0.82,sustained_reserve,0.097101,0.0,0.902899,0.0,0.153978191,2,0.0,0.0,16519582356538312397,0,,,sufficient_evidence,receding_horizon_first_request_only_reassess_each_observation,0.442746517,0,0.893523542,607,0.0984,0,70,0.491775066,0.009397597,,4,,0,0.045935021,0.506678447,evaluation,0,0.606737795,0.576350575,-0.02621923,0,0.0,0.9493174,0.549172663,0.0,2,0,pressure_not_strictly_below_declared_boundary|final_braking_window_not_met|terminal_budget_reserve_not_met,1,0,0.0,loss_limiting_emergency_request_no_candidate_within_declared_model,0,0.0,2,insufficient_budget,common_optimistic_bias,,0.0,70,sustained_reserve,0.968238088,0.800279071,0
2,no_candidate_plan_within_declared_model,0.567888708,0.0,0.660630448,0.24,1,,primary,0.96,0.91,0.82,sustained_reserve,0.003554146,0.0,0.996445854,0.0,0.166405042,2,0.0,0.0,16519582356538312397,0,,,sufficient_evidence,receding_horizon_first_request_only_reassess_each_observation,0.432123538,0,0.889318763,607,0.0984,0,71,0.574133069,0.031285719,,4,,0,0.0,0.637316754,evaluation,0,0.63399423,0.606737795,-0.633892157,0,0.0,1.556990327,0.653418788,0.0,2,0,pressure_not_strictly_below_declared_boundary|final_braking_window_not_met|terminal_budget_reserve_not_met,1,1,0.024960406,loss_limiting_emergency_request_no_candidate_within_declared_model,0,0.0,2,insufficient_budget,common_optimistic_bias,,0.0,71,sustained_reserve,0.968238088,0.788385907,0
0,plan_found_within_declared_model,0.316514105,0.0,0.815636162,0.24,0,,primary,0.12,0.12,0.12,sustained_reserve,0.105313802,1.0,0.894686198,0.0,0.097761955,0,0.0,0.0,9739973216299283601,0,49.187894359,14.0,sufficient_evidence,receding_horizon_first_request_only_reassess_each_observation,0.633512837,0,0.679388388,401,0.0,0,0,0.265204826,0.009,3,1,1,1,0.0,0.589289162,evaluation,0,0.317133915,0.3,0.421691049,6,2.7852,0.392204826,0.322204826,1.2148,1,1,,0,0,0.0,lowest_passing_constant_mode_with_v03_reserve_floor,0,4.0,1,available,optimistic_policy_gain_assumption,1,0.0,0,sustained_reserve,1.085376579,0.691673518,0
0,plan_found_within_declared_model,0.263678061,0.0,0.809122659,0.24,0,,primary,0.24,0.14,0.18,sustained_reserve,0.272537657,1.0,0.727462343,0.0,0.081455063,0,0.0,0.0,9739973216299283601,0,17.18214886,14.0,sufficient_evidence,receding_horizon_first_request_only_reassess_each_observation,0.626570097,0,0.676933963,401,0.0,0,1,0.30115425,0.017084827,3,2,1,1,0.0,0.487076685,evaluation,0,0.337058184,0.317133915,0.349947835,6,2.7122,0.463948041,0.366239077,1.2878,1,1,,1,0,0.0,lowest_passing_constant_mode_with_v03_reserve_floor,1,4.0,1,available,optimistic_policy_gain_assumption,1,0.0,1,sustained_reserve,1.085376579,0.683486371,0
0,plan_found_within_declared_model,0.324227666,0.0,0.804896495,0.24,0,,primary,0.36,0.14,0.18,sustained_reserve,0.068669827,1.0,0.931330173,0.0,0.100222276,0,0.0,0.0,9739973216299283601,0,16.25683176,14.0,sufficient_evidence,receding_horizon_first_request_only_reassess_each_observation,0.620237051,0,0.676760478,401,0.0,0,2,0.318112459,0.017046842,3,3,1,1,0.0,0.633525151,evaluation,0,0.357052277,0.337058184,0.358302368,6,2.6392,0.455593508,0.3831593,1.3608,1,1,,1,0,0.0,lowest_passing_constant_mode_with_v03_reserve_floor,2,4.0,1,available,optimistic_policy_gain_assumption,1,0.0,2,sustained_reserve,1.085376579,0.67489982,0
1,plan_found_within_declared_model,0.315744683,0.0,0.799152995,0.24,0,,primary,0.48,0.26,0.3,sustained_reserve,0.11175508,1.0,0.88824492,0.0,0.097604386,0,0.0,0.0,9739973216299283601,0,15.153415799,14.0,sufficient_evidence,receding_horizon_first_request_only_reassess_each_observation,0.613390563,0,0.675465579,401,0.0,0,3,0.335340186,0.017101107,,4,,0,0.0,0.584892371,evaluation,0,0.375947549,0.357052277,0.365850154,6,2.5662,0.448045722,0.400441293,1.4338,1,1,,1,0,0.0,lowest_passing_constant_mode_with_v03_reserve_floor,0,4.0,1,available,optimistic_policy_gain_assumption,1,0.0,3,sustained_reserve,1.085376579,0.66617194,0
1,plan_found_within_declared_model,0.378132394,0.014152438,0.791948914,0.24,0,,primary,0.6,0.38,0.42,sustained_reserve,0.10140899,1.0,0.89859101,0.12,0.111381769,0,0.12,0.12,9739973216299283601,0,39.254578118,14.0,sufficient_evidence,receding_horizon_first_request_only_reassess_each_observation,0.605603233,0,0.672640633,401,0.0132,0,4,0.3271557,0.009515429,,4,,0,0.008184486,0.550300087,evaluation,0,0.402208867,0.375947549,0.426193887,6,2.4932,0.387701988,0.375071129,1.5068,1,1,,1,0,0.0,lowest_passing_constant_mode_with_v03_reserve_floor,1,3.9868,1,available,optimistic_policy_gain_assumption,1,0.0132,4,sustained_reserve,1.085376579,0.658761954,0
1,plan_found_within_declared_model,0.281414923,0.00896186,0.787201089,0.24,0,,primary,0.72,0.5,0.54,sustained_reserve,0.364370919,1.0,0.635629081,0.24,0.079153072,0,0.14,0.18,9739973216299283601,0,3.867281767,13.0,sufficient_evidence,receding_horizon_first_request_only_reassess_each_observation,0.600329248,0,0.672179811,401,0.0186,0,5,0.392234671,0.026184492,,4,,0,0.0,0.380423252,evaluation,0,0.414169883,0.402208867,0.264338744,6,2.4202,0.549557131,0.467219163,1.5666,1,1,,1,1,0.017163542,lowest_passing_constant_mode_with_v03_reserve_floor,0,3.9682,1,available,optimistic_policy_gain_assumption,1,0.0186,5,sustained_reserve,1.085376579,0.655909691,0
1,plan_found_within_declared_model,0.32248129,0.008968311,0.782026217,0.24,0,,primary,0.84,0.62,0.56,sustained_reserve,0.248737117,1.0,0.751262883,0.36,0.086762513,0,0.14,0.18,9739973216299283601,0,9.568164128,13.0,sufficient_evidence,receding_horizon_first_request_only_reassess_each_observation,0.595529257,0,0.671977025,401,0.021,0,6,0.395838847,0.019410397,,4,,0,0.0,0.405896681,evaluation,0,0.435506656,0.414169883,0.31481544,6,2.3472,0.499080436,0.466049244,1.621,1,1,,1,0,0.0,lowest_passing_constant_mode_with_v03_reserve_floor,0,3.9472,1,available,optimistic_policy_gain_assumption,1,0.021,6,sustained_reserve,1.085376579,0.652857686,0
1,plan_found_within_declared_model,0.402205677,0.015463202,0.776156585,0.24,0,,primary,0.86,0.65,0.56,sustained_reserve,0.248167923,1.0,0.751832077,0.48,0.103164018,1,0.26,0.3,9739973216299283601,0,5.712694512,13.0,sufficient_evidence,receding_horizon_first_request_only_reassess_each_observation,0.590102708,0,0.671377532,401,0.0342,0,7,0.42362956,0.021924492,,4,,0,0.0,0.357427674,evaluation,0,0.453813662,0.435506656,0.309692841,6,2.2742,0.504203035,0.486754051,1.673,1,1,,1,0,0.0,lowest_passing_constant_mode_with_v03_reserve_floor,0,3.913,1,available,optimistic_policy_gain_assumption,1,0.0342,7,sustained_reserve,1.085376579,0.651753481,0
1,plan_found_within_declared_model,0.310597905,0.016201348,0.773071016,0.24,0,,primary,0.86,0.65,0.56,sustained_reserve,0.548955277,1.0,0.451044723,0.6,0.075934689,1,0.38,0.42,9739973216299283601,0,14.676993013,12.0,sufficient_evidence,receding_horizon_first_request_only_reassess_each_observation,0.586647748,0,0.672808352,401,0.0474,0,8,0.423724045,0.01537549,,4,,0,0.0,0.249540068,evaluation,0,0.463083288,0.453813662,0.321820851,6,2.2012,0.492075024,0.482699534,1.7118,1,1,,1,0,0.0,lowest_passing_constant_mode_with_v03_reserve_floor,1,3.8656,1,available,optimistic_policy_gain_assumption,1,0.0474,8,sustained_reserve,1.085376579,0.655104455,0
1,plan_found_within_declared_model,0.085126271,0.01107568,0.770993496,0.24,0,,primary,0.86,0.65,0.56,sustained_reserve,0.902198024,1.0,0.097801976,0.72,0.019825841,1,0.5,0.54,9739973216299283601,0,30.466907982,11.0,sufficient_evidence,receding_horizon_first_request_only_reassess_each_observation,0.58546197,0,0.675242224,401,0.0606,0,9,0.421035817,0.009956374,12,4,2,1,0.002688228,0.137985891,evaluation,0,0.46311498,0.463083288,0.310765438,6,1.7108,0.503130437,0.476992191,2.1548,2,1,,1,0,0.0,lowest_passing_constant_mode_with_v03_reserve_floor,0,3.805,2,available,optimistic_policy_gain_assumption,2,0.0606,9,sustained_reserve,1.085376579,0.662320514,0
1,plan_found_within_declared_model,0.234141726,0.039272718,0.768638835,0.24,0,,primary,0.86,0.65,0.56,sustained_reserve,0.724712166,1.0,0.275287834,0.84,0.051939405,1,0.62,0.56,9739973216299283601,0,18.376908234,10.0,sufficient_evidence,receding_horizon_first_request_only_reassess_each_observation,0.583219682,0,0.676542868,401,0.0708,0,10,0.443645575,0.01375239,12,4,2,1,0.0,0.169309673,evaluation,0,0.468817004,0.46311498,0.198631183,6,1.6124,0.615264693,0.505797965,2.1926,2,1,,1,0,0.0,lowest_passing_constant_mode_with_v03_reserve_floor,1,3.7342,2,available,optimistic_policy_gain_assumption,2,0.0708,10,sustained_reserve,1.085376579,0.668523013,0
1,plan_found_within_declared_model,0.391312141,0.050507308,0.763996774,0.24,0,,primary,0.86,0.65,0.56,sustained_reserve,0.520014743,1.0,0.479985257,0.86,0.086032635,1,0.65,0.56,9739973216299283601,0,114.796558819,9.0,sufficient_evidence,receding_horizon_first_request_only_reassess_each_observation,0.579118831,0,0.676172301,401,0.073,0,11,0.40060792,-0.003284624,12,4,2,1,0.043037656,0.105984662,evaluation,0,0.480471858,0.468817004,0.2945957,6,1.514,0.519300176,0.455323296,2.2202,2,1,,1,0,0.0,lowest_passing_constant_mode_with_v03_reserve_floor,2,3.6612,2,available,optimistic_policy_gain_assumption,2,0.073,11,sustained_reserve,1.085376579,0.67408257,0
2,no_candidate_plan_within_declared_model,0.08082647,0.050531395,0.763861911,0.24,0,,primary,0.96,0.77,0.68,sustained_reserve,0.906248475,1.0,0.093751525,0.86,0.017771436,1,0.65,0.56,9739973216299283601,0,33.935610186,9.0,sufficient_evidence,receding_horizon_first_request_only_reassess_each_observation,0.578551591,0,0.678123435,401,0.073,0,12,0.438935074,0.00919891,,4,,0,0.0,0.133255617,evaluation,0,0.478051616,0.480471858,0.013386968,0,1.4156,0.800508907,0.509133984,2.2456,2,0,final_braking_window_not_met,1,0,0.0,loss_limiting_emergency_request_no_candidate_within_declared_model,0,3.5882,2,available,optimistic_policy_gain_assumption,,0.073,12,sustained_reserve,1.085376579,0.681453768,0
2,no_candidate_plan_within_declared_model,0.412308954,0.050404571,0.759720205,0.24,0,,primary,0.96,0.89,0.8,sustained_reserve,0.545689755,1.0,0.454310245,0.86,0.090623104,1,0.65,0.56,9739973216299283601,0,24.406868282,9.0,sufficient_evidence,receding_horizon_first_request_only_reassess_each_observation,0.574591559,0,0.678020371,401,0.073,0,13,0.455251993,0.011334312,,4,,0,0.0,0.195274659,evaluation,0,0.4792387,0.478051616,-0.033379616,0,1.3172,0.847275491,0.527586306,2.271,2,0,pressure_not_strictly_below_declared_boundary|final_braking_window_not_met,1,0,0.0,loss_limiting_emergency_request_no_candidate_within_declared_model,1,3.5152,2,available,optimistic_policy_gain_assumption,,0.073,13,sustained_reserve,1.085376579,0.686082553,0
2,no_candidate_plan_within_declared_model,0.22776849,0.05041127,0.757783372,0.24,0,,primary,0.96,0.91,0.82,sustained_reserve,0.708488042,1.0,0.291511958,0.86,0.050063116,1,0.65,0.56,9739973216299283601,0,3.668590889,9.0,sufficient_evidence,receding_horizon_first_request_only_reassess_each_observation,0.572700069,0,0.679198824,401,0.073,0,14,0.513188993,0.025315119,,4,,0,0.0,0.170939005,evaluation,0,0.471452023,0.4792387,-0.406055967,0,1.2188,1.219951842,0.599504112,2.2964,2,0,pressure_not_strictly_below_declared_boundary|final_braking_window_not_met,1,0,0.0,loss_limiting_emergency_request_no_candidate_within_declared_model,0,3.4422,2,available,optimistic_policy_gain_assumption,,0.073,14,sustained_reserve,1.085376579,0.692209092,0
2,no_candidate_plan_within_declared_model,0.150919781,0.050334671,0.75541015,0.24,0,,primary,0.96,0.91,0.82,sustained_reserve,0.851235328,1.0,0.148764672,0.86,0.03316486,1,0.65,0.56,9739973216299283601,0,97.926153883,9.0,sufficient_evidence,receding_horizon_first_request_only_reassess_each_observation,0.570958301,0,0.679466197,401,0.073,0,15,0.459654337,0.001660186,,4,,0,0.053534656,0.036266637,evaluation,0,0.472654702,0.471452023,0.235997071,0,1.1204,0.577898805,0.522314523,2.3218,2,0,final_braking_window_not_met,1,0,0.0,loss_limiting_emergency_request_no_candidate_within_declared_model,1,3.3692,2,available,optimistic_policy_gain_assumption,,0.073,15,sustained_reserve,1.085376579,0.699492371,0
2,plan_found_within_declared_model,0.072552748,0.035297594,0.756088137,0.24,0,,primary,0.96,0.91,0.82,sustained_reserve,0.940411001,1.0,0.059588999,0.96,0.01529396,2,0.77,0.68,9739973216299283601,0,101.391881392,9.0,sufficient_evidence,receding_horizon_first_request_only_reassess_each_observation,0.571782732,0,0.684000688,401,0.0858,0,16,0.447524291,-0.002476884,,4,,0,0.012130046,0.102318861,evaluation,0,0.461792441,0.472654702,0.317448468,6,1.022,0.496447407,0.496447407,2.3472,2,1,,1,0,0.0,lowest_passing_constant_mode_with_v03_reserve_floor,2,3.2834,2,available,optimistic_policy_gain_assumption,2,0.0858,16,sustained_reserve,1.085376579,0.710011002,0
2,no_candidate_plan_within_declared_model,0.180318896,0.014097641,0.757119603,0.24,0,,primary,0.96,0.91,0.82,sustained_reserve,0.872144583,1.0,0.127855417,0.96,0.037661213,2,0.89,0.8,9739973216299283601,0,106.277062454,8.0,sufficient_evidence,receding_horizon_first_request_only_reassess_each_observation,0.572588924,0,0.69162622,401,0.0966,0,17,0.433926157,-0.005813259,,4,,0,0.013598134,0.107077667,evaluation,0,0.455048187,0.461792441,0.185087925,0,0.9236,0.62880795,0.481912898,2.3598,2,0,final_braking_window_not_met,1,0,0.0,loss_limiting_emergency_request_no_candidate_within_declared_model,0,3.1868,2,available,optimistic_policy_gain_assumption,,0.0966,17,sustained_reserve,1.085376579,0.723174462,0
2,no_candidate_plan_within_declared_model,0.169351036,0.009366962,0.756834529,0.24,0,,primary,0.96,0.91,0.82,sustained_reserve,0.836200871,1.0,0.163799129,0.96,0.035274899,2,0.91,0.82,9739973216299283601,0,102.936406241,7.0,sufficient_evidence,receding_horizon_first_request_only_reassess_each_observation,0.573456388,0,0.699247667,401,0.0984,0,18,0.449118454,0.000488408,,4,,0,0.0,0.139513944,evaluation,0,0.452492592,0.455048187,-0.26774437,0,0.8252,1.081640246,0.513806862,2.3616,2,0,pressure_not_strictly_below_declared_boundary|final_braking_window_not_met,1,0,0.0,loss_limiting_emergency_request_no_candidate_within_declared_model,1,3.0884,2,available,optimistic_policy_gain_assumption,,0.0984,18,sustained_reserve,1.085376579,0.7360996,0
2,no_candidate_plan_within_declared_model,0.027286053,0.008673411,0.758147313,0.24,0,,primary,0.96,0.91,0.82,sustained_reserve,0.97342275,1.0,0.02657725,0.96,0.005676147,2,0.91,0.82,9739973216299283601,0,101.148321608,7.0,sufficient_evidence,receding_horizon_first_request_only_reassess_each_observation,0.57582146,0,0.70750788,401,0.0984,0,19,0.45537675,0.002219374,,4,,0,0.0,0.122909106,evaluation,0,0.443926726,0.452492592,-0.363545861,0,0.7268,1.177441737,0.523796124,2.3616,2,0,pressure_not_strictly_below_declared_boundary|final_braking_window_not_met,1,0,0.0,loss_limiting_emergency_request_no_candidate_within_declared_model,2,2.99,2,available,optimistic_policy_gain_assumption,,0.0984,19,sustained_reserve,1.085376579,0.749920927,0
2,no_candidate_plan_within_declared_model,0.011770833,0.007921731,0.759368299,0.24,0,,primary,0.96,0.91,0.82,sustained_reserve,0.981046588,1.0,0.018953412,0.96,0.002445168,2,0.91,0.82,9739973216299283601,0,109.246554243,7.0,sufficient_evidence,receding_horizon_first_request_only_reassess_each_observation,0.578444271,0,0.715661698,401,0.0984,0,20,0.427032936,-0.006949582,,4,,0,0.028343814,0.065326138,evaluation,0,0.429184619,0.443926726,-0.115147089,0,0.6284,0.929042964,0.486283353,2.3616,2,0,pressure_not_strictly_below_declared_boundary|final_braking_window_not_met,1,0,0.0,loss_limiting_emergency_request_no_candidate_within_declared_model,0,2.8916,2,available,optimistic_policy_gain_assumption,,0.0984,20,sustained_reserve,1.085376579,0.764406107,0
2,no_candidate_plan_within_declared_model,0.287865536,0.007179734,0.760239185,0.24,0,,primary,0.96,0.91,0.82,sustained_reserve,0.821795214,1.0,0.178204786,0.96,0.059715675,2,0.91,0.82,9739973216299283601,0,110.876130162,7.0,sufficient_evidence,receding_horizon_first_request_only_reassess_each_observation,0.579195456,0,0.72342293,401,0.0984,0,21,0.42132942,-0.006575762,,4,,0,0.005703516,0.129434986,evaluation,0,0.417982485,0.429184619,-0.118415251,0,0.53,0.932311127,0.480953658,2.3616,2,0,pressure_not_strictly_below_declared_boundary|final_braking_window_not_met,1,0,0.0,loss_limiting_emergency_request_no_candidate_within_declared_model,1,2.7932,2,available,optimistic_policy_gain_assumption,,0.0984,21,sustained_reserve,1.085376579,0.777379494,0
2,no_candidate_plan_within_declared_model,0.131251436,0.006473462,0.761462437,0.24,0,,primary,0.96,0.91,0.82,sustained_reserve,0.892030932,1.0,0.107969068,0.96,0.027191286,2,0.91,0.82,9739973216299283601,0,66.134285193,7.0,sufficient_evidence,receding_horizon_first_request_only_reassess_each_observation,0.581355734,0,0.731488765,401,0.0984,0,22,0.453988387,0.005194656,,4,,0,0.0,0.132358238,evaluation,0,0.403902607,0.417982485,-0.433564267,0,0.4316,1.247460142,0.525383043,2.3616,2,0,pressure_not_strictly_below_declared_boundary|final_braking_window_not_met,1,0,0.0,loss_limiting_emergency_request_no_candidate_within_declared_model,2,2.6948,2,available,optimistic_policy_gain_assumption,,0.0984,22,sustained_reserve,1.085376579,0.790817581,0
2,no_candidate_plan_within_declared_model,0.10096361,0.005739471,0.7634439,0.24,0,,primary,0.96,0.91,0.82,sustained_reserve,0.915088545,1.0,0.084911455,0.96,0.020887953,2,0.91,0.82,9739973216299283601,0,129.476909646,7.0,sufficient_evidence,receding_horizon_first_request_only_reassess_each_observation,0.584233964,0,0.74010094,401,0.0984,0,23,0.356226692,-0.025692249,,4,,0,0.097761695,-0.064972434,evaluation,0,0.393560524,0.403902607,0.405483159,0,0.3332,0.408412717,0.396734443,2.3616,2,0,final_braking_window_not_met,1,0,0.0,loss_limiting_emergency_request_no_candidate_within_declared_model,0,2.5964,2,available,optimistic_policy_gain_assumption,,0.0984,23,sustained_reserve,1.085376579,0.806278235,0
2,no_candidate_plan_within_declared_model,0.027286053,0.004955763,0.763959233,0.24,0,,primary,0.96,0.91,0.82,sustained_reserve,0.97342275,1.0,0.02657725,0.96,0.005636866,2,0.91,0.82,9739973216299283601,0,125.297249941,7.0,sufficient_evidence,receding_horizon_first_request_only_reassess_each_observation,0.587112177,0,0.747423978,401,0.0984,0,24,0.370855501,-0.013595932,,4,,0,0.0,0.122909106,evaluation,0,0.380116438,0.393560524,0.100542733,0,0.2348,0.713353143,0.423459569,2.3616,2,0,final_braking_window_not_met,1,0,0.0,loss_limiting_emergency_request_no_candidate_within_declared_model,1,2.498,2,available,optimistic_policy_gain_assumption,,0.0984,24,sustained_reserve,1.085376579,0.81955319,0
2,no_candidate_plan_within_declared_model,0.011770833,0.004289366,0.766298262,0.24,0,,primary,0.96,0.91,0.82,sustained_reserve,0.981046588,1.0,0.018953412,0.96,0.002428655,2,0.91,0.82,9739973216299283601,0,117.204559605,7.0,sufficient_evidence,receding_horizon_first_request_only_reassess_each_observation,0.591015688,0,0.756091029,401,0.0984,0,25,0.399179917,-0.001019827,,4,,0,0.0,0.122013767,evaluation,0,0.367849427,0.380116438,-0.229608187,0,0.1364,1.043504063,0.46436009,2.3616,2,0,pressure_not_strictly_below_declared_boundary|final_braking_window_not_met|terminal_budget_reserve_not_met,1,0,0.0,loss_limiting_emergency_request_no_candidate_within_declared_model,2,2.3996,2,available,optimistic_policy_gain_assumption,,0.0984,25,sustained_reserve,1.085376579,0.833776696,0
2,no_candidate_plan_within_declared_model,0.131506237,0.003500665,0.767249966,0.24,0,,primary,0.96,0.91,0.82,sustained_reserve,0.887422834,1.0,0.112577166,0.96,0.027093713,2,0.91,0.82,9739973216299283601,0,118.354346716,7.0,sufficient_evidence,receding_horizon_first_request_only_reassess_each_observation,0.59380071,0,0.76378983,401,0.0984,0,26,0.395155662,-0.001921156,,4,,0,0.004024255,0.125190616,evaluation,0,0.355252492,0.367849427,-0.203952053,0,0.038,1.017847929,0.459434506,2.3616,2,0,pressure_not_strictly_below_declared_boundary|final_braking_window_not_met|terminal_budget_reserve_not_met,1,0,0.0,loss_limiting_emergency_request_no_candidate_within_declared_model,0,2.3012,2,available,optimistic_policy_gain_assumption,,0.0984,26,sustained_reserve,1.085376579,0.847119379,0
2,no_candidate_plan_within_declared_model,0.039056886,0.002800074,0.768165653,0.24,0,,primary,0.96,0.91,0.82,sustained_reserve,0.954469338,1.0,0.045530662,0.96,0.008036284,2,0.91,0.82,9739973216299283601,0,146.117225739,7.0,sufficient_evidence,receding_horizon_first_request_only_reassess_each_observation,0.597353094,0,0.771368669,401,0.0984,0,27,0.297985585,-0.030495832,,4,,0,0.097170077,-0.069417281,evaluation,0,0.352316026,0.355252492,0.47591029,5,0.0,0.337985585,0.333689754,2.3012,2,0,final_braking_window_not_met|terminal_budget_reserve_not_met,1,0,0.0,loss_limiting_emergency_request_no_candidate_within_declared_model,1,2.2028,2,available,optimistic_policy_gain_assumption,,0.0984,27,sustained_reserve,1.085376579,0.862064252,0
2,no_candidate_plan_within_declared_model,0.045506196,0.002110399,0.769874443,0.24,0,,primary,0.96,0.91,0.82,sustained_reserve,0.942525745,1.0,0.057474255,0.96,0.009351327,2,0.91,0.82,9739973216299283601,0,130.191346991,7.0,sufficient_evidence,receding_horizon_first_request_only_reassess_each_observation,0.601380412,0,0.779542889,401,0.0984,0,28,0.353726161,-0.00462491,,4,,0,0.0,0.126404264,evaluation,0,0.34164797,0.352316026,-0.215118634,0,0.0,1.029014509,0.415301251,2.2028,2,0,pressure_not_strictly_below_declared_boundary|final_braking_window_not_met|terminal_budget_reserve_not_met,1,1,0.020036407,loss_limiting_emergency_request_no_candidate_within_declared_model,2,2.1044,2,available,optimistic_policy_gain_assumption,,0.0984,28,sustained_reserve,1.085376579,0.87589228,0
2,no_candidate_plan_within_declared_model,0.318987944,0.001366545,0.77082199,0.24,0,,primary,0.96,0.91,0.82,sustained_reserve,0.710588722,1.0,0.289411278,0.96,0.065460479,2,0.91,0.82,9739973216299283601,0,153.89317281,7.0,sufficient_evidence,receding_horizon_first_request_only_reassess_each_observation,0.603844203,0,0.787782726,401,0.0984,0,29,0.270769771,-0.028124354,,4,,0,0.08295639,-0.011386435,evaluation,0,0.341948625,0.34164797,0.359024418,3,0.0,0.454871457,0.308845417,2.1044,2,0,final_braking_window_not_met|terminal_budget_reserve_not_met,1,0,0.0,loss_limiting_emergency_request_no_candidate_within_declared_model,0,2.006,2,available,optimistic_policy_gain_assumption,,0.0984,29,sustained_reserve,1.085376579,0.890810245,0
2,no_candidate_plan_within_declared_model,0.260047782,0.00061672,0.769906669,0.24,0,,primary,0.96,0.91,0.82,sustained_reserve,0.763214018,1.0,0.236785982,0.96,0.053291299,2,0.91,0.82,9739973216299283601,0,137.410912684,7.0,sufficient_evidence,receding_horizon_first_request_only_reassess_each_observation,0.606132423,0,0.794616466,401,0.0984,0,30,0.328457681,-0.002380675,,4,,0,0.0,0.148477939,evaluation,0,0.331671877,0.341948625,-0.389311795,0,0.0,1.203207671,0.392277007,2.006,2,0,pressure_not_strictly_below_declared_boundary|final_braking_window_not_met|terminal_budget_reserve_not_met,1,1,0.019612264,loss_limiting_emergency_request_no_candidate_within_declared_model,1,1.9076,2,available,optimistic_policy_gain_assumption,,0.0984,30,sustained_reserve,1.085376579,0.903130291,0
2,no_candidate_plan_within_declared_model,0.027286053,0.0,0.772455431,0.24,0,,primary,0.96,0.91,0.82,sustained_reserve,0.97342275,1.0,0.02657725,0.96,0.005585286,2,0.91,0.82,9739973216299283601,0,100.982382713,7.0,sufficient_evidence,receding_horizon_first_request_only_reassess_each_observation,0.611060775,0,0.803127566,401,0.0984,0,31,0.348981523,0.00449068,,4,,0,0.0,0.122909106,evaluation,0,0.313097517,0.331671877,-0.647548152,0,0.0,1.461444027,0.419672203,1.9076,2,0,pressure_not_strictly_below_declared_boundary|final_braking_window_not_met|terminal_budget_reserve_not_met,1,0,0.0,loss_limiting_emergency_request_no_candidate_within_declared_model,2,1.8092,2,available,optimistic_policy_gain_assumption,,0.0984,31,sustained_reserve,1.085376579,0.917301805,0
